Pass Yds,Yds/Att,Att_x,Cmp,Cmp %,TD_x,INT,Rate,1st,1st%_x,20+_x,40+_x,Lng_x,Sck,SckY,Rush Yds,Att_y,TD_y,20+_y,40+_y,Lng_y,Rush 1st,Rush 1st%,Rush FUM,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%_y,Rec FUM,Rec YAC/R,Tgts
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,39,368,3,3,1,40,22,56.4,1,120,71
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,52,9,0,0,0,16,2,22.2,0,2,1,0,0,0,6,0,0.0,0,4,3
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,9,0,0,0,9,0,0.0,0,0,1
0,0.0,1,0,0.0,0,0,39.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,16,170,1,1,0,21,8,50.0,0,65,24
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,219,47,1,0,0,19,10,21.3,0,7,49,0,0,0,11,2,28.6,0,37,11
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,493,129,7,5,0,28,24,18.6,0,36,274,1,1,0,21,18,50.0,0,303,42
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,16,4,0,0,0,6,1,25.0,0,0,0,0,0,0,0,0,0.0,0,0,0
5,1.7,3,1,33.3,0,0,42.4,0,0.0,0,0,5,1,8,-1,3,0,0,0,1,1,33.3,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,27,1,0,0,12,2,66.7,0,27,3
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,22,417,3,10,3,57,16,72.7,0,191,36
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,54,0,1,0,22,3,100.0,0,12,4
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,98,1,2,1,45,4,80.0,0,73,6
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,16,8,1,0,0,6,3,37.5,0,2,4,0,0,0,2,0,0.0,0,6,2
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,4,2,0,0,0,2,0,0.0,0,56,599,2,7,1,52,26,46.4,0,460,66
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,44,18,0,0,0,7,2,11.1,0,3,49,1,1,0,38,1,33.3,0,26,3
2807,7.8,360,245,68.1,17,9,96.6,129,35.8,34,5,52,23,165,-3,19,0,0,0,13,1,5.3,4,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,18,1,0,0,9,2,100.0,0,11,3
19,19.0,1,1,100.0,0,0,118.8,1,100.0,0,0,19,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,21,3,1,0,0,14,1,33.3,0,14,119,0,1,0,34,4,28.6,0,40,21
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,35,494,3,6,3,52,16,45.7,0,227,52
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,-2,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,94,0,2,1,40,3,42.9,0,41,16
2343,7.5,313,215,68.7,12,4,98.0,114,36.4,27,2,60,20,124,380,48,4,5,2,50,17,35.4,3,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,822,207,9,2,0,30,56,27.0,5,25,136,2,1,0,26,6,24.0,0,144,31
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,49,698,4,8,1,60,35,71.4,1,225,69
3053,8.9,343,231,67.4,27,3,117.9,143,41.7,41,10,84,16,96,599,103,3,4,0,33,31,30.1,3,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0,5,36,0,0,0,18,2,40.0,0,46,5
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,29,267,1,5,1,41,10,34.5,2,187,42
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,10,96,0,1,0,23,5,50.0,0,35,14
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,9,55,0,0,0,11,3,33.3,0,28,12
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,14,142,0,2,0,30,6,42.9,0,68,18
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,22,0,0,0,6,1,20.0,0,15,7
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,17,167,1,3,0,24,7,41.2,0,67,25
277,4.6,60,37,61.7,0,3,51.9,13,21.7,4,0,24,6,60,15,7,1,0,0,5,3,42.9,1,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,18,224,3,2,1,44,15,83.3,0,51,31
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,18,1,0,0,0,18,0,0.0,1,3,16,0,0,0,10,1,33.3,0,5,4
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,41,1,0,0,12,3,50.0,0,10,7
0,0.0,1,0,0.0,0,0,39.6,0,0.0,0,0,0,0,0,-2,4,0,0,0,2,1,25.0,0,67,671,3,8,0,39,37,55.2,1,208,103
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,36,4,1,0,0,18,1,25.0,0,8,46,0,0,0,17,1,12.5,0,31,11
380,9.7,39,29,74.4,3,0,130.3,15,38.5,7,1,51,5,16,137,16,1,3,0,29,6,37.5,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,15,6,0,0,0,5,0,0.0,0,1,3,0,0,0,3,0,0.0,0,8,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,2,0,0,0,2,1,100.0,0,1,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,5,1,0,0,0,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
203,7.8,26,19,73.1,2,0,121.2,12,46.2,2,0,25,1,4,36,13,0,0,0,11,3,23.1,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,2,1,0,0,0,2,1,100.0,0,37,423,6,3,0,38,26,70.3,0,121,44
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,8,227,3,3,3,71,6,75.0,0,100,17
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,36,546,6,9,1,60,27,75.0,1,89,66
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,36,9,0,0,0,17,3,33.3,0,16,162,1,2,0,37,5,31.2,0,174,26
806,6.3,128,76,59.4,4,4,75.2,43,33.6,10,1,47,6,38,61,13,1,0,0,14,6,46.2,3,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,14,99,0,0,0,15,2,14.3,0,27,25
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,11,1,0,0,0,11,1,100.0,0,0,0,0,0,0,0,0,0.0,0,0,0
2800,7.3,385,256,66.5,15,7,93.2,131,34.0,34,4,69,26,196,8,13,0,0,0,15,2,15.4,2,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,62,5,1,1,0,20,2,40.0,0,12,90,0,0,0,17,6,50.0,0,99,14
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,4,5,0,0,0,3,2,40.0,0,7,46,0,1,0,28,1,14.3,0,25,7
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,37,0,0,0,11,3,42.9,0,11,12
38,7.6,5,3,60.0,0,0,83.8,3,60.0,1,0,20,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,41,508,2,10,0,33,21,51.2,0,158,72
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,32,361,3,7,0,34,18,56.2,1,70,48
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,7,4,0,0,0,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,5,0,0,0,5,1,100.0,0,3,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,31,403,6,6,0,26,24,77.4,0,91,51
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,34,383,2,4,1,47,21,61.8,1,134,47
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,13,198,1,4,0,32,10,76.9,0,24,22
0,0.0,1,0,0.0,0,0,39.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,139,38,1,1,0,26,9,23.7,0,21,98,0,1,0,27,3,14.3,0,137,26
5,1.7,3,2,66.7,0,0,70.1,0,0.0,0,0,3,0,0,-7,7,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,9,117,1,2,0,22,5,55.6,0,36,16
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,19,0,0,0,10,0,0.0,0,4,4
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,-1,3,0,0,0,2,0,0.0,0,1,11,0,0,0,11,0,0.0,0,13,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,749,191,3,6,0,36,36,18.8,0,23,195,0,3,0,32,8,34.8,0,212,31
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,34,2,0,0,12,2,33.3,0,13,7
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,13,205,2,4,1,56,9,69.2,0,83,26
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,222,73,3,0,0,15,13,17.8,0,3,7,0,0,0,10,1,33.3,0,7,7
38,19.0,2,2,100.0,0,0,118.8,2,100.0,1,0,24,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,11,84,2,1,0,24,4,36.4,0,60,13
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,17,304,6,3,1,98,13,76.5,0,92,30
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,41,713,4,10,3,67,32,78.0,0,256,61
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,32,426,1,4,1,52,20,62.5,0,79,52
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,27,285,0,2,0,28,15,55.6,0,139,32
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,27,315,4,4,0,35,20,74.1,0,154,30
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,45,0,0,0,11,2,28.6,0,12,15
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,24,250,0,2,1,42,14,58.3,0,151,35
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,10,118,0,1,0,23,6,60.0,0,14,18
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,30,1,0,0,7,1,16.7,0,9,7
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,35,354,3,4,0,30,19,54.3,1,176,40
2673,7.0,381,266,69.8,18,11,93.2,148,38.8,28,3,54,27,182,227,44,1,2,0,33,17,38.6,1,1,2,0,0,0,2,0,0.0,0,3,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,8,1,0,0,5,1,50.0,0,5,4
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,25,7,0,0,0,6,1,14.3,0,1,12,0,0,0,12,1,100.0,0,9,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,34,0,1,0,26,1,50.0,0,6,2
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,26,0,0,0,11,1,33.3,0,15,3
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5,38,0,0,0,13,1,20.0,0,19,7
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,69,19,0,0,0,14,4,21.0,0,7,77,0,2,0,21,3,42.9,0,95,13
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,12,3,0,0,0,7,0,0.0,0,37,490,1,6,0,37,25,67.6,0,227,53
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,6,3,0,0,0,4,0,0.0,0,22,354,6,7,1,66,14,63.6,0,162,42
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,2,1,0,0,2,1,100.0,0,0,2
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,343,92,2,1,1,56,18,19.6,1,38,301,4,3,0,32,14,36.8,0,393,42
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,217,60,2,0,0,18,11,18.3,2,10,102,0,1,0,25,7,70.0,0,94,13
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,107,0,2,0,30,4,57.1,0,17,9
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,7,0,0,0,7,1,100.0,0,0,3
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,1,0,0,0,1,1,100.0,0,24,288,2,3,1,44,15,62.5,0,186,29
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,29,6,0,0,0,13,2,33.3,0,20,349,3,5,3,70,12,60.0,0,106,41
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,35,574,5,7,3,59,26,74.3,0,130,55
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,279,69,2,1,0,22,15,21.7,0,10,149,1,2,2,63,4,40.0,0,122,11
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,56,6,0,1,0,20,2,33.3,0,41,381,1,4,0,22,18,43.9,3,170,55
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,598,162,6,1,0,33,30,18.5,4,28,118,1,0,0,14,4,14.3,1,177,35
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,39,1,0,1,0,39,1,100.0,0,11,132,1,1,1,46,5,45.4,0,49,17
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,488,112,0,0,0,19,25,22.3,2,29,184,3,1,0,22,11,37.9,0,185,37
3,3.0,1,1,100.0,0,0,79.2,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,5,0,0,0,5,0,0.0,0,1,4
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,11,112,0,1,0,32,7,63.6,0,45,16
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,15,3,0,0,0,8,1,33.3,0,39,518,1,6,2,47,25,64.1,1,174,70
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,34,483,2,7,0,39,25,73.5,0,93,53
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,22,0,0,0,12,2,100.0,0,5,6
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,51,10,0,0,0,12,5,50.0,0,1,0,0,0,0,0,0,0.0,0,7,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,139,48,6,0,0,9,16,33.3,0,11,88,0,0,0,17,5,45.4,0,67,15
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,5,0,0,0,5,0,0.0,0,4,1
1212,8.1,149,94,63.1,7,2,98.6,52,34.9,21,3,46,16,92,24,17,1,0,0,10,3,17.6,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4,44,0,0,0,15,2,50.0,1,18,6
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,84,1,1,0,39,6,85.7,0,48,13
2717,8.3,327,221,67.6,21,10,101.7,126,38.5,43,7,97,31,202,165,48,1,0,0,19,20,41.7,3,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,28,385,3,7,1,52,17,60.7,0,208,38
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,68,15,1,0,0,13,6,40.0,0,19,185,1,3,0,35,9,47.4,0,183,25
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1392,223,10,12,6,72,53,23.8,1,27,257,2,4,1,43,12,44.4,0,225,33
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,16,0,0,0,9,0,0.0,0,11,3
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,31,0,1,0,20,1,50.0,0,22,4
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,189,30,2,1,0,36,11,36.7,1,8,104,1,1,0,36,6,75.0,0,103,9
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,22,0,1,0,22,1,100.0,0,13,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6,106,0,2,0,30,6,100.0,0,16,16
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,33,5,0,0,0,19,2,40.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,14,6,0,0,0,7,0,0.0,0,1,17,0,0,0,17,1,100.0,0,2,1
187,5.7,33,21,63.6,0,0,78.7,8,24.2,1,0,22,6,44,4,1,0,0,0,4,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,3
571,5.8,99,59,59.6,1,2,70.7,23,23.2,7,1,41,14,73,61,9,0,1,0,28,3,33.3,1,0,0,0,0,0,0,0,0.0,0,0,0
13,13.0,1,1,100.0,0,0,118.8,1,100.0,0,0,13,0,0,8,3,1,0,0,6,1,33.3,0,47,496,3,5,1,49,31,66.0,0,185,64
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,55,7,0,1,0,24,3,42.9,0,21,182,1,1,0,30,7,33.3,0,42,32
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,41,0,1,0,31,2,100.0,0,12,3
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20,226,0,4,0,34,13,65.0,0,63,25
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,519,95,4,4,2,65,21,22.1,1,3,36,0,1,0,28,1,33.3,0,40,5
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,28,8,0,0,0,18,2,25.0,0,42,520,2,6,1,50,26,61.9,0,150,68
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,16,0,0,0,11,1,33.3,0,5,4
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,1,0,0,0,1,1,100.0,0,12,87,1,0,0,13,5,41.7,1,49,16
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,-2,1,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1
24,12.0,2,2,100.0,0,0,116.7,1,50.0,0,0,18,3,28,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
21,5.2,4,2,50.0,0,1,26.0,1,25.0,0,0,18,0,0,268,34,6,2,1,75,17,50.0,0,18,150,0,1,0,34,6,33.3,1,121,24
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,38,489,4,7,1,42,27,71.0,0,149,58
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,13,5,0,0,0,5,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,2,2,0,0,0,2,0,0.0,1,53,823,7,10,5,86,37,69.8,0,229,74
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,24,277,1,4,0,35,14,58.3,0,120,38
153,5.9,26,15,57.7,0,0,74.7,7,26.9,1,0,30,1,9,10,2,0,0,0,6,1,50.0,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,30,0,1,0,20,2,100.0,0,17,4
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,19,258,0,5,1,42,11,57.9,0,89,23
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,6,0,0,0,5,0,0.0,0,4,2
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1
189,6.1,31,21,67.7,0,0,83.9,11,35.5,2,0,23,4,23,32,7,0,0,0,17,1,14.3,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,10,77,0,1,0,20,3,30.0,1,40,14
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,800,184,4,5,1,41,37,20.1,0,33,178,0,1,0,22,7,21.2,0,167,45
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,325,82,2,2,0,22,18,22.0,1,22,102,0,0,0,14,6,27.3,0,124,30
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,16,3,0,0,0,6,1,33.3,0,0,0,0,0,0,0,0,0.0,0,0,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0,68,569,2,7,0,38,30,44.1,2,232,88
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,36,6,1,0,0,11,2,33.3,0,35,367,1,4,1,54,18,51.4,0,167,56
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,0,0,1,1,100.0,0,0,1
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,7,77,1,0,0,17,3,42.9,0,38,8
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3,15,0,0,0,6,1,33.3,0,4,10
2004,7.3,274,168,61.3,11,6,87.9,96,35.0,31,4,85,18,140,113,25,3,1,0,33,13,52.0,0,0,-5,0,0,0,-5,0,0.0,1,-5,0
0,0.0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,234,53,1,1,0,20,12,22.6,1,5,55,0,0,0,19,3,60.0,0,69,5
